country,year,pm25,iso3,yll_asmr,diff,ln_pm25,ln_yll
Kyrgyzstan,2019.0,33.15,KGZ,2.73,0.0,3.5010427166318716,1.0043016091968684
Lao People's Democratic Republic,2019.0,25.77,LAO,11.12,0.0,3.2492110246642736,2.4087452888224363
Latvia,2010.0,21.49,LVA,0.95,0.0,3.067587710654419,-0.05129329438755058
Latvia,2010.0,14.100000000000001,LVA,0.95,3.0,2.6461747973841225,-0.05129329438755058
Latvia,2019.0,13.797999999999998,LVA,0.76,3.0,2.6245236541239167,-0.2744368457017603
Latvia,2019.0,12.712,LVA,0.76,2.0,2.542546429234415,-0.2744368457017603
Latvia,2019.0,14.168000000000001,LVA,0.76,1.0,2.6509859004805323,-0.2744368457017603
Latvia,2019.0,11.434000000000001,LVA,0.76,0.0,2.4365913728417796,-0.2744368457017603
Lebanon,2010.0,30.3,LBN,0.47,2.0,3.4111477125153233,-0.7550225842780328
Lebanon,2019.0,19.0,LBN,0.37,3.0,2.9444389791664403,-0.9942522733438669
Lithuania,2010.0,15.856666666666667,LTU,1.42,0.0,2.7635900217760803,0.35065687161316933
Lithuania,2010.0,15.086000000000002,LTU,1.42,3.0,2.713767161431439,0.35065687161316933
Lithuania,2019.0,11.041666666666666,LTU,1.08,3.0,2.4016759956382767,0.0769610411361284
Lithuania,2019.0,11.74,LTU,1.08,2.0,2.4630018143999504,0.0769610411361284
Lithuania,2019.0,13.672,LTU,1.08,1.0,2.6153499458132896,0.0769610411361284
Lithuania,2019.0,13.163999999999998,LTU,1.08,0.0,2.5774858310810935,0.0769610411361284
Luxembourg,2010.0,14.073333333333332,LUX,0.03,0.0,2.6442817537520646,-3.506557897319982
Luxembourg,2010.0,15.933333333333332,LUX,0.03,3.0,2.7684133508293005,-3.506557897319982
Luxembourg,2019.0,11.103333333333333,LUX,0.08,3.0,2.4072453635374784,-2.5257286443082556
Luxembourg,2019.0,9.84,LUX,0.08,2.0,2.286455711064162,-2.5257286443082556
Luxembourg,2019.0,9.483333333333333,LUX,0.08,1.0,2.24953587190423,-2.5257286443082556
Luxembourg,2019.0,7.986666666666667,LUX,0.08,0.0,2.077773484579139,-2.5257286443082556
Madagascar,2019.0,128.0,MDG,5.42,2.0,4.852030263919617,1.6900958154515549
Madagascar,2019.0,19.0,MDG,5.42,0.0,2.9444389791664403,1.6900958154515549
Madagascar,2020.0,32.0,MDG,72.69,0.0,3.4657359027997265,4.286203823496544
Malaysia,2010.0,21.0,MYS,2.35,0.0,3.044522437723423,0.8544153281560676
Malaysia,2010.0,15.0,MYS,2.35,2.0,2.70805020110221,0.8544153281560676
Malaysia,2019.0,20.966874999999998,MYS,1.83,0.0,3.0429438113959146,0.6043159668533296
Malta,2010.0,14.983333333333333,MLT,0.11,0.0,2.7069384722495196,-2.2072749131897207
Malta,2010.0,13.209999999999999,MLT,0.11,3.0,2.580974118534234,-2.2072749131897207
Malta,2019.0,11.8725,MLT,0.27,3.0,2.47422480144114,-1.3093333199837622
Malta,2019.0,11.64,MLT,0.27,2.0,2.454447442303292,-1.3093333199837622
Malta,2019.0,12.08125,MLT,0.27,1.0,2.491654663974504,-1.3093333199837622
Malta,2019.0,11.8,MLT,0.27,0.0,2.468099531471619,-1.3093333199837622
Mexico,2010.0,22.677142857142858,MEX,1.04,0.0,3.121357494607416,0.03922071315328133
Mexico,2010.0,26.82,MEX,1.04,1.0,3.2891478778535324,0.03922071315328133
Mexico,2010.0,23.88272727272727,MEX,1.04,2.0,3.173155489403872,0.03922071315328133
Mexico,2010.0,25.502727272727274,MEX,1.04,3.0,3.2387853983170944,0.03922071315328133
Mexico,2019.0,22.247142857142855,MEX,20.46,3.0,3.102213589451934,3.0184717605234805
Mexico,2019.0,22.0,MEX,20.46,2.0,3.091042453358316,3.0184717605234805
Mexico,2019.0,20.1492,MEX,20.46,1.0,3.003164585371287,3.0184717605234805
Mongolia,2010.0,46.03333333333333,MNG,7.94,0.0,3.8293657717471365,2.0719132752590443
Mongolia,2010.0,132.0,MNG,7.94,1.0,4.882801922586371,2.0719132752590443
Mongolia,2010.0,106.0,MNG,7.94,2.0,4.663439094112067,2.0719132752590443
Mongolia,2010.0,72.06,MNG,7.94,3.0,4.277499105319947,2.0719132752590443
Mongolia,2019.0,79.02,MNG,3.29,3.0,4.369700984983244,1.1908875647772805
Mongolia,2019.0,86.0,MNG,3.29,2.0,4.454347296253507,1.1908875647772805
Mongolia,2019.0,74.0,MNG,3.29,1.0,4.30406509320417,1.1908875647772805
Mongolia,2019.0,60.0,MNG,3.29,0.0,4.0943445622221,1.1908875647772805
Myanmar,2019.0,18.08,MMR,9.39,0.0,2.89480635496403,2.2396452932201716
Nepal,2010.0,49.11,NPL,0.76,3.0,3.894062680051153,-0.2744368457017603
Nepal,2019.0,42.0,NPL,0.55,3.0,3.7376696182833684,-0.5978370007556204
Nepal,2019.0,39.28,NPL,0.55,2.0,3.670715483486265,-0.5978370007556204
Nepal,2019.0,49.019999999999996,NPL,0.55,1.0,3.8922283780999662,-0.5978370007556204
Nepal,2019.0,26.095454545454547,NPL,0.55,0.0,3.261761143815275,-0.5978370007556204
Nepal,2020.0,36.585,NPL,7.94,0.0,3.5996383203359934,2.0719132752590443
Netherlands,2010.0,16.920526315789473,NLD,0.06,0.0,2.828527459828421,-2.8134107167600364
Netherlands,2010.0,14.3271875,NLD,0.06,3.0,2.6621589560036543,-2.8134107167600364
Netherlands,2019.0,10.841612903225805,NLD,0.21,3.0,2.3833917767535953,-1.5606477482646683
Netherlands,2019.0,11.092058823529412,NLD,0.21,2.0,2.406229430978688,-1.5606477482646683
Netherlands,2019.0,12.340625,NLD,0.21,1.0,2.5128966654928773,-1.5606477482646683
Netherlands,2019.0,10.91125,NLD,0.21,0.0,2.3897943670674224,-1.5606477482646683
New Zealand,2010.0,10.655,NZL,0.03,2.0,2.3660292655505804,-3.506557897319982
New Zealand,2019.0,8.94357142857143,NZL,0.02,3.0,2.1909349980655977,-3.912023005428146
New Zealand,2019.0,11.382222222222222,NZL,0.02,2.0,2.432052683995105,-3.912023005428146
Nigeria,2010.0,27.43,NGA,5.89,0.0,3.311637304949512,1.7732559976634952
North Macedonia,2010.0,44.5,MKD,0.19,3.0,3.7954891891721947,-1.6607312068216509
North Macedonia,2019.0,40.18,MKD,0.16,3.0,3.6933693593867885,-1.8325814637483102
North Macedonia,2019.0,43.48,MKD,0.16,2.0,3.7723010622530087,-1.8325814637483102
Pakistan,2010.0,95.33333333333333,PAK,0.97,0.0,4.557379522151743,-0.030459207484708574
Pakistan,2010.0,66.1,PAK,0.97,1.0,4.191168746857641,-0.030459207484708574
Pakistan,2010.0,36.5,PAK,0.97,3.0,3.597312260588446,-0.030459207484708574
Pakistan,2019.0,37.83,PAK,0.83,1.0,3.6331024386449378,-0.18632957819149348
Pakistan,2019.0,71.855,PAK,0.83,0.0,4.27465019952621,-0.18632957819149348
Pakistan,2020.0,32.29,PAK,33.02,0.0,3.4747575847701837,3.497113438491982
Panama,2010.0,14.0,PAN,0.43,3.0,2.6390573296152584,-0.843970070294529
Paraguay,2010.0,18.4,PRY,0.8,0.0,2.91235066461494,-0.2231435513142097
Peru,2010.0,30.57,PER,0.46,0.0,3.420019135902743,-0.7765287894989963
Peru,2010.0,36.0625,PER,0.46,1.0,3.585253544268318,-0.7765287894989963
Peru,2010.0,30.37,PER,0.46,2.0,3.4134552790576573,-0.7765287894989963
Peru,2010.0,34.52166666666667,PER,0.46,3.0,3.5415871462393764,-0.7765287894989963
Peru,2019.0,27.5,PER,0.59,3.0,3.3141860046725258,-0.527632742082372
Peru,2019.0,23.398,PER,0.59,2.0,3.15265054862541,-0.527632742082372
Peru,2019.0,25.99,PER,0.59,1.0,3.2577118486533987,-0.527632742082372
Peru,2019.0,30.14,PER,0.59,0.0,3.4058531931983493,-0.527632742082372
Philippines,2010.0,32.5,PHL,13.1,3.0,3.481240089335692,2.5726122302071057
Philippines,2019.0,26.833333333333332,PHL,10.48,3.0,3.289644895756408,2.349468678892896
Philippines,2019.0,39.2,PHL,10.48,2.0,3.6686767467964168,2.349468678892896
Philippines,2019.0,18.0,PHL,10.48,1.0,2.8903717578961645,2.349468678892896
Poland,2010.0,29.421463414634147,POL,0.6,0.0,3.3817244561059443,-0.5108256237659907
Poland,2010.0,24.482698412698415,POL,0.6,3.0,3.197966680846221,-0.5108256237659907
Poland,2019.0,22.398028169014083,POL,6.15,3.0,3.108972926817273,1.8164520818184267
Poland,2019.0,22.874399999999998,POL,6.15,2.0,3.1300183813093887,1.8164520818184267
Poland,2019.0,23.2772,POL,6.15,1.0,3.14747434071554,1.8164520818184267
Poland,2019.0,18.734772727272727,POL,6.15,0.0,2.930381301255216,1.8164520818184267
Portugal,2010.0,8.046,PRT,0.57,0.0,2.0851750735275965,-0.5621189181535413
Portugal,2010.0,6.382857142857143,PRT,0.57,3.0,1.8536158251456867,-0.5621189181535413
Portugal,2019.0,7.197692307692307,PRT,2.2,3.0,1.9737604618262847,0.7884573603642703
Portugal,2019.0,9.309166666666666,PRT,2.2,2.0,2.2309995777947567,0.7884573603642703
Portugal,2019.0,7.857777777777778,PRT,2.2,1.0,2.0615038409931685,0.7884573603642703
Portugal,2019.0,6.546428571428572,PRT,2.2,0.0,1.8789196446704555,0.7884573603642703
Qatar,2019.0,38.0,QAT,0.45,3.0,3.6375861597263857,-0.7985076962177716
Qatar,2019.0,44.0,QAT,0.45,2.0,3.784189633918261,-0.7985076962177716
Qatar,2019.0,44.0,QAT,0.45,1.0,3.784189633918261,-0.7985076962177716
Qatar,2019.0,41.0,QAT,0.45,0.0,3.713572066704308,-0.7985076962177716
Qatar,2020.0,33.0,QAT,6.11,0.0,3.4965075614664802,1.809926773183504
Republic of Korea,2019.0,25.058823529411764,Republic of Korea,0.24,3.0,3.2212260022131542,-1.4271163556401458
Republic of Korea,2019.0,24.235294117647058,Republic of Korea,0.24,2.0,3.1878100052933105,-1.4271163556401458
Republic of Korea,2019.0,22.58823529411765,Republic of Korea,0.24,1.0,3.1174292085315107,-1.4271163556401458
Republic of Korea,2019.0,22.705882352941178,Republic of Korea,0.24,0.0,3.122624025408615,-1.4271163556401458
Republic of Korea,2020.0,18.41176470588235,Republic of Korea,6.23,0.0,2.912989846483937,1.8293763327993617
Romania,2010.0,15.781578947368422,ROU,0.44,0.0,2.758843370448078,-0.8209805520698302
Romania,2010.0,16.054,ROU,0.44,3.0,2.775958039709385,-0.8209805520698302
Romania,2019.0,16.232499999999998,ROU,1.31,3.0,2.7870154054005045,0.2700271372130602
Romania,2019.0,19.143333333333334,ROU,1.31,2.0,2.9519545262080955,0.2700271372130602
Romania,2019.0,18.269166666666667,ROU,1.31,1.0,2.9052147572350737,0.2700271372130602
Romania,2019.0,15.9575,ROU,1.31,0.0,2.7699289381480754,0.2700271372130602
Russian Federation,2019.0,14.0,RUS,2.33,3.0,2.6390573296152584,0.8458682675776092
Saudi Arabia,2019.0,86.0,SAU,0.72,3.0,4.454347296253507,-0.3285040669720361
Saudi Arabia,2019.0,75.0,SAU,0.72,2.0,4.31748811353631,-0.3285040669720361
Saudi Arabia,2019.0,34.12,SAU,0.72,0.0,3.5298837226234783,-0.3285040669720361
Senegal,2010.0,30.0,SEN,5.52,3.0,3.4011973816621555,1.7083778602890038
Senegal,2019.0,29.42,SEN,4.68,3.0,3.3816747151732915,1.5432981099295553
Senegal,2019.0,19.86,SEN,4.68,2.0,2.9887076586170265,1.5432981099295553
Senegal,2019.0,42.0,SEN,4.68,1.0,3.7376696182833684,1.5432981099295553
Serbia,2019.0,22.67,SRB,0.41,3.0,3.1210424645194377,-0.8915981192837836
Singapore,2010.0,17.0,SGP,0.13,0.0,2.833213344056216,-2.0402208285265546
Singapore,2010.0,17.0,SGP,0.13,1.0,2.833213344056216,-2.0402208285265546
Singapore,2010.0,19.0,SGP,0.13,2.0,2.9444389791664403,-2.0402208285265546
Singapore,2010.0,20.0,SGP,0.13,3.0,2.995732273553991,-2.0402208285265546
Singapore,2019.0,15.0,SGP,0.11,3.0,2.70805020110221,-2.2072749131897207
Singapore,2019.0,14.0,SGP,0.11,2.0,2.6390573296152584,-2.2072749131897207
Singapore,2019.0,15.0,SGP,0.11,1.0,2.70805020110221,-2.2072749131897207
Singapore,2019.0,16.0,SGP,0.11,0.0,2.772588722239781,-2.2072749131897207
Singapore,2020.0,11.0,SGP,4.99,0.0,2.3978952727983707,1.6074359097634274
Slovakia,2010.0,21.6535,SVK,0.5,0.0,3.075167104200026,-0.6931471805599453
Slovakia,2019.0,14.9125,SVK,0.43,3.0,2.7021997874240347,-0.843970070294529
Slovakia,2019.0,19.038888888888888,SVK,0.43,2.0,2.9464836709843985,-0.843970070294529
Slovakia,2019.0,18.11740740740741,SVK,0.43,1.0,2.8968732113166467,-0.843970070294529
Slovakia,2019.0,15.594074074074074,SVK,0.43,0.0,2.7468909750411945,-0.843970070294529
Slovenia,2010.0,18.69666666666667,SVN,0.08,0.0,2.928345254852136,-2.5257286443082556
Slovenia,2010.0,17.143333333333334,SVN,0.08,3.0,2.8416093711187154,-2.5257286443082556
Slovenia,2019.0,17.383333333333333,SVN,0.33,3.0,2.855511892778672,-1.1086626245216111
Slovenia,2019.0,16.53,SVN,0.33,2.0,2.805176911832933,-1.1086626245216111
Slovenia,2019.0,15.3675,SVN,0.33,1.0,2.7322548897990275,-1.1086626245216111
Slovenia,2019.0,12.452499999999999,SVN,0.33,0.0,2.5219214059653012,-1.1086626245216111
South Africa,2010.0,34.697500000000005,ZAF,2.67,0.0,3.546667638247858,0.9820784724121582
South Africa,2010.0,47.825,ZAF,2.67,1.0,3.8675485153263165,0.9820784724121582
South Africa,2010.0,27.28857142857143,ZAF,2.67,2.0,3.3064679855512784,0.9820784724121582
South Africa,2010.0,24.224999999999998,ZAF,2.67,3.0,3.1873851577768297,0.9820784724121582
South Africa,2019.0,22.853749999999998,ZAF,2.53,3.0,3.1291152176605777,0.9282193027394288
South Africa,2019.0,15.886000000000001,ZAF,2.53,2.0,2.7654382182109405,0.9282193027394288
South Africa,2019.0,22.49625,ZAF,2.53,1.0,3.1133486286532754,0.9282193027394288
South Africa,2019.0,21.082666666666668,ZAF,2.53,0.0,3.04845121788622,0.9282193027394288
South Africa,2020.0,22.632857142857144,ZAF,37.29,0.0,3.119402706331638,3.6187251941907292
Spain,2010.0,9.866119402985074,ESP,0.13,0.0,2.2891066052099394,-2.0402208285265546
Spain,2010.0,12.792222222222222,ESP,0.13,1.0,2.5488373473493535,-2.0402208285265546
Spain,2010.0,12.597142857142858,ESP,0.13,2.0,2.5334700308744784,-2.0402208285265546
Spain,2010.0,8.446447368421053,ESP,0.13,3.0,2.1337459231910496,-2.0402208285265546
Spain,2019.0,8.35840909090909,ESP,0.35,3.0,2.123268108856751,-1.0498221244986778
Spain,2019.0,9.550217391304347,ESP,0.35,2.0,2.256563917720921,-1.0498221244986778
Spain,2019.0,9.016129032258064,ESP,0.35,1.0,2.1990150881100075,-1.0498221244986778
Spain,2019.0,8.96968085106383,ESP,0.35,0.0,2.19385009584619,-1.0498221244986778
Sri Lanka,2019.0,31.39,LKA,0.19,2.0,3.4464893708538624,-1.6607312068216509
Sri Lanka,2019.0,31.66,LKA,0.19,1.0,3.4550540544528663,-1.6607312068216509
Sri Lanka,2019.0,23.58,LKA,0.19,0.0,3.160398895109225,-1.6607312068216509
Sweden,2010.0,7.445555555555556,SWE,0.01,0.0,2.00761728464886,-4.605170185988091
Sweden,2010.0,6.3774999999999995,SWE,0.01,3.0,1.8527761710338293,-4.605170185988091
Sweden,2019.0,5.863684210526316,SWE,0.1,3.0,1.7687781109047847,-2.3025850929940455
Sweden,2019.0,5.022,SWE,0.1,2.0,1.6138282607353933,-2.3025850929940455
Sweden,2019.0,6.572222222222222,SWE,0.1,1.0,1.8828520130881763,-2.3025850929940455
Sweden,2019.0,5.623333333333333,SWE,0.1,0.0,1.726924607889767,-2.3025850929940455
Switzerland,2010.0,14.577777777777776,CHE,0.1,1.0,2.679498299173769,-2.3025850929940455
Switzerland,2010.0,12.733333333333333,CHE,0.1,2.0,2.54422322694442,-2.3025850929940455
Switzerland,2010.0,14.046153846153846,CHE,0.1,3.0,2.6423486106993312,-2.3025850929940455
Switzerland,2019.0,10.223749999999999,CHE,0.27,3.0,2.324713445067047,-1.3093333199837622
Switzerland,2019.0,11.481851851851852,CHE,0.27,2.0,2.440767689019099,-1.3093333199837622
Switzerland,2019.0,11.253684210526316,CHE,0.27,1.0,2.4206955604189133,-1.3093333199837622
Switzerland,2019.0,9.358064516129033,CHE,0.27,0.0,2.236238486642212,-1.3093333199837622
Switzerland,2020.0,9.084821428571429,CHE,10.46,0.0,2.2066050460216555,2.347558458636777
Tajikistan,2019.0,71.52,TJK,3.89,0.0,4.269977130865259,1.358409157630355
Thailand,2019.0,24.6659375,THA,0.67,0.0,3.20542324328832,-0.40047756659712525
Trinidad and Tobago,2019.0,11.9,TTO,4.45,3.0,2.4765384001174837,1.4929040961781488
Trinidad and Tobago,2019.0,14.7,TTO,4.45,2.0,2.6878474937846906,1.4929040961781488
Trinidad and Tobago,2019.0,12.4,TTO,4.45,1.0,2.517696472610991,1.4929040961781488
Trinidad and Tobago,2019.0,11.933333333333332,TTO,4.45,0.0,2.479335604738545,1.4929040961781488
Turkmenistan,2019.0,22.08,TKM,4.7,0.0,3.0946722214088944,1.547562508716013
Uganda,2010.0,104.3,UGA,4.45,3.0,4.647271362006727,1.4929040961781488
Uganda,2019.0,53.71,UGA,3.73,2.0,3.983599203917368,1.3164082336557241
Uganda,2019.0,59.04,UGA,3.73,1.0,4.078215180292217,1.3164082336557241
Uganda,2019.0,60.15,UGA,3.73,0.0,4.096841442420688,1.3164082336557241
Ukraine,2019.0,22.82,UKR,1.26,1.0,3.1276373444339294,0.23111172096338664
Ukraine,2019.0,23.36,UKR,1.26,0.0,3.151025157960026,0.23111172096338664
United Arab Emirates,2019.0,32.79,ARE,0.71,2.0,3.4901235908565567,-0.342490308946776
United Arab Emirates,2019.0,51.53,ARE,0.71,1.0,3.942164162340133,-0.342490308946776
United Arab Emirates,2019.0,45.64,ARE,0.71,0.0,3.8207845249938748,-0.342490308946776
United Kingdom,2010.0,12.457954545454545,GBR,0.11,0.0,2.5223593382022877,-2.2072749131897207
United Kingdom,2010.0,12.167962962962964,GBR,0.11,3.0,2.498806511145897,-2.2072749131897207
United Kingdom,2019.0,9.798867924528302,GBR,1.47,3.0,2.282266861098544,0.3852624007906449
United Kingdom,2019.0,9.063207547169812,GBR,1.47,2.0,2.204223091303626,0.3852624007906449
United Kingdom,2019.0,9.838596491228069,GBR,1.47,1.0,2.28631306788583,0.3852624007906449
United Kingdom,2019.0,9.592131147540984,GBR,1.47,0.0,2.26094309022776,0.3852624007906449
United Republic of Tanzania,2010.0,23.32,TZA,5.78,1.0,3.1493113614822916,1.7544036826842861
United States of America,2010.0,9.746760563380281,USA,0.39,0.0,2.276934979892811,-0.941608539858445
United States of America,2010.0,9.626428571428571,USA,0.39,1.0,2.264512292165809,-0.941608539858445
United States of America,2010.0,9.296190476190477,USA,0.39,2.0,2.229604690023396,-0.941608539858445
United States of America,2010.0,9.207230769230769,USA,0.39,3.0,2.219989128532792,-0.941608539858445
United States of America,2019.0,7.528125,USA,1.8,3.0,2.018646006821099,0.5877866649021191
United States of America,2019.0,8.801333333333334,USA,1.8,2.0,2.1749032251584146,0.5877866649021191
United States of America,2019.0,8.861343283582091,USA,1.8,1.0,2.1816983652674784,0.5877866649021191
United States of America,2019.0,7.319298245614035,USA,1.8,0.0,1.9905144552920673,0.5877866649021191
Uruguay,2019.0,12.0,URY,0.92,1.0,2.4849066497880004,-0.08338160893905101
Uzbekistan,2019.0,43.09,UZB,6.61,1.0,3.763290951627747,1.888583653863595
Uzbekistan,2019.0,41.96,UZB,6.61,0.0,3.7367167835280966,1.888583653863595
Venezuela (Bolivarian Republic of),2010.0,35.0,Venezuela (Bolivarian Republic of),0.51,1.0,3.5553480614894135,-0.6733445532637656
Viet Nam,2019.0,46.919999999999995,VNM,3.58,3.0,3.8484440237852744,1.275362800412609
Viet Nam,2019.0,40.955,VNM,3.58,2.0,3.7124739029675653,1.275362800412609
Viet Nam,2019.0,33.38,VNM,3.58,1.0,3.507956918233689,1.275362800412609
Viet Nam,2019.0,39.355000000000004,VNM,3.58,0.0,3.6726230315944135,1.275362800412609
